Fruit Name,Weight,Volume,Distance to mode
Apple,86.58792094476986,80.95623968842642,13.4461243087168
Apple,105.64599561426188,75.1022629335336,7.474295608851945
Apple,91.23713636482522,66.6624684956947,15.958619166989514
Apple,102.15131673644868,69.3246665388321,10.889945280287462
Apple,122.4036983956389,86.88863222546816,23.438834351147054
Apple,87.92610105167859,74.89168909486466,13.110067738871589
Apple,94.57244989350728,78.31742262948647,5.682373339217806
Apple,103.2863333016096,78.78780706483906,3.502770086848745
Apple,104.67814674280478,71.40941604949603,9.781778445552291
Apple,95.9621448791319,83.21298060236413,5.160185881176075
Apple,113.26941438773268,75.58468557859831,13.984718789922264
Apple,112.0409471894013,71.82239739145973,14.555328702614569
Apple,110.22885737587583,80.09771508858609,10.229324095684271
Apple,85.50060844622736,86.66751596622039,15.958951237140154
Apple,107.27706813995778,73.49036525689532,9.763762860814683
Apple,98.04892243704694,83.86031616094319,4.3253606230114485
Apple,77.910963389811,77.33320697140222,22.249434227046034
Apple,100.01956767592836,65.27535452850505,14.724658473294314
Apple,101.41001938865163,77.15888749475302,3.171762119681158
Apple,80.60080142184324,73.34272616594788,20.509709904733278
Apple,99.55812725733384,86.40396008767358,6.419186578159848
Apple,86.57308118685009,83.4441226309496,13.861606310667538
Apple,100.57180995976636,75.22814281104878,4.805994971057856
Apple,101.48150214467148,87.77032968089313,7.910301634857854
Apple,86.54880427493295,77.82424614850186,13.626025512098938
Apple,112.33147037540034,83.64373673252437,12.858537202781804
Apple,99.23664636624618,86.37034233204012,6.415915382667354
Apple,101.3869869025296,83.93176010052359,4.169228964192047
Apple,106.63425133012043,71.17225783945413,11.042749764632166
Apple,99.33323310176068,79.900647048869,0.6741284043015228
Apple,85.70546050181812,79.31869788736401,14.310766297922836
Apple,103.2287364042872,90.43425944600446,10.92238568056003
Apple,115.1654739979848,86.27166504562557,16.411135976161866
Apple,104.84063016516704,75.55952396418947,6.568830019153532
Apple,91.01333766536192,84.53080464586641,10.064208396878884
